facility_name,facility_code,facility_type,latitude,longitude,admin1,status,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Sango Natiri Health Centre,17986,Basic Health Centre,0.83209,34.91034,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mukuyuni Health Centre,28609,Basic Health Centre,0.7728988,34.8325105,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibwezi Catholic Health Centre,12737,Basic Health Centre,-2.450516,38.000416,Makueni,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bliss Health Care,24800,Medical Clinic,-0.657354,34.768425,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ranjira Dispensary,32066,Dispensary,-0.881234,34.524712,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
The Retreat Limited Ngong Annex,31370,Rehab. Center - Drug and Substance abuse,-1.370203,36.673165,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Karumaindo Dispensary,22932,Dispensary,0.45409,36.264283,Laikipia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Revival Baptist VCT Centre,16377,VCT,-0.72107,36.4423,Nakuru,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kumpa CMF Dispensary,15000,Dispensary,-1.97727,36.79112,Kajiado,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marian Medical and Dental Center LTD,23363,Medical Center,-0.9407646,37.1253567,Muranga,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Total Health Dispensary(Naivasha),22919,Dispensary,-0.8023619,36.4134414,Nakuru,Non-Operational,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lakeview Nursing Home,15004,Comprehensive Health Centre,-0.73075,36.44979,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rainforest Farmland Clinic,24000,Medical Clinic,-0.7626967,36.237385,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bigot Medical Clinic,14255,Medical Clinic,-0.67489,36.4328,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Royal Medical Clinic (Maunarok),24901,Medical Clinic,-0.62761,36.0103001,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mediquest Diagnostic Centre Limited(Naivasha),25000,Medical Center,-0.7108333,36.43452333,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kinungi Medical Centre(Naivasha),24797,Medical Clinic,-0.81977492,36.54750109,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Family Wellness  Centre(Naivasha),25218,Nursing Homes,-0.78854,36.49631,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Korao Health Centre,16391,Basic Health Centre,-0.47666,35.58496,Nakuru,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mogonga Medical and Diagnostic Centre,24149,Basic Health Centre,-0.8609422,34.7591676,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Beth Medical Services,30528,Medical Center,-0.8933097,34.8789068,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Omogwa Dispensary,13984,Dispensary,-0.796646,34.6345,Kisii,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Millenium Medical Centre (Etago),23042,Medical Center,-0.90406,34.662281,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Aresa Medicare,32048,Nursing Homes,3.90308,41.7423,Mandera,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Quintas Medical Centre Limited,31609,Comprehensive Health Centre,-0.6574391,34.7709286,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyagenke Dispensary,22656,Dispensary,-0.826382,34.660037,Kisii,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyangweta Dispensary,22698,Dispensary,-0.897525,34.675717,Kisii,Non-Operational,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sheila Medical Centre,32327,Medical Clinic,-1.3915225,36.748855,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pharmacossy Medical Centre,32050,Medical Center,-0.708486,34.81899,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chacawest Health Care Clinic,32063,Medical Clinic,-1.591247,37.119224,Machakos,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makakoi Dispensary,32065,Dispensary,-1.598514,37.142202,Machakos,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
One more day,32321,Dispensary,0.394672,37.169928,Laikipia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rionseta Dispensary,22731,Dispensary,-0.939339,34.672952,Kisii,Non-Operational,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Coast General Teaching and Referal Hospital-Utange Fied Hospital,31561,Specialized \u0026 Tertiary Referral hospitals,-3.9703841,39.7211871,Mombasa,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Koluoch Health Centre,31980,Basic Health Centre,-0.17567,34.943991,Kisumu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Obekai Health Centre,16087,Basic Health Centre,0.51161,34.20972,Busia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sheikhbarow Dispensary,32277,Dispensary,3.212453,41.243432,Mandera,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sairashe Dispesary,32216,Dispensary,-1.35241,36.21272,Kajiado,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Thuita Dispensary,32055,Dispensary,-0.6095541,37.0301373,Muranga,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Twambui Dispensary,20893,Dispensary,-1.22862,38.65487,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngungi Dispensary,20429,Dispensary,-1.49582,38.20697,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nabiswa Dispensary.,32042,Dispensary,0.7104363,34.8471123,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Muanda  Health Centre,21481,Basic Health Centre,0.55628,34.50114,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibuke Health Centre,15944,Basic Health Centre,0.584938,34.482621,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Todonyang Dispensary,15731,Dispensary,4.59224,35.90691,Turkana,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Riyaad Medical Centre Limited,32049,Medical Center,3.927609,41.824847,Mandera,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ikulu Dispensary,21672,Dispensary,-1.55214001,37.29419001,Machakos,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mikuyuni Dispensary (Kibwezi West),20799,Dispensary,-2.38783,37.95716,Makueni,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Koyar Dispensary,32076,Dispensary,-0.96526,34.61881,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamaembe Dispensary,20419,Dispensary,-1.450363,38.120495,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiongwe Dispensary,18678,Dispensary,-1.38456,38.1062,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Yiuku Dispensary(Kitui East),17778,Dispensary,-1.29825,38.91644,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Endau Dispensary,12008,Dispensary,-1.31745,38.51505,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Manyoeni Dispensary,18679,Dispensary,-1.21794,38.2993,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Itiko Dispensary,18684,Dispensary,-1.27213,38.1969,Kitui,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kaonyweni Dispensary Yatta,32046,Dispensary,-1.1472243,37.5366315,Machakos,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tundani Prime Medical Centre Limited,32053,Medical Center,-2.2636023,40.8992873,Lamu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njiri Dispensary,32074,Dispensary,-0.78176,34.613087,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kimangu Dispensary,32054,Dispensary,-1.1933317,37.5140183,Machakos,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Riomara Dispensary,22659,Dispensary,-0.790331,34.67026,Kisii,Non-Operational,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bizet Medical Centre,24500,Comprehensive Health Centre,-1.3104718,36.8914076,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St. Marys Mission Hospital Bulimbo,31808,Comprehensive Health Centre,0.44099,34.51305,Kakamega,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Faith Model Medical Centre,29824,Medical Center,-0.81396519,34.868607,Kisii,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pergmum Medical Clinic Bombolulu,32290,Medical Clinic,-4.02659,39.69981,Mombasa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ozarks Medical Centre Limited,32045,Medical Clinic,0.5980801,36.6156345,Laikipia,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
The Salwa Hospital Gynaecological Complex,32028,Nursing Homes,-0.448204,39.647839,Garissa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyalganda Dispensary,32073,Dispensary,-1.094542,34.326703,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Health Quest Medicare Clinic,31243,Medical Clinic,-0.306019,37.1034313,Nyeri,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Elite Lifecare Center,32022,Medical Center,0.662764,35.505899,Elgeyo Marakwet,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bosnia Dispensary,23019,Dispensary,-1.79604,37.659001,Makueni,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Smart Med Hub Limited,32029,Medical Center,-1.2606006,36.7908218,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mokowe Medical Center Faza Branch,32220,Medical Center,-2.05743,41.112132,Lamu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Muthami Family Hospital,32010,Medical Center,-1.2172,36.723278,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maralal Integrated DICE HWWK,31412,Rehab. Center - Drug and Substance abuse,1.098328,36.696094,Samburu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ryattah Medical Center (Loitoktok),32021,Medical Center,-2.9148877,37.5101984,Kajiado,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gracious Glory Medical Clinic,NA,Medical Clinic,-0.289546,36.0572367,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Equity Afia Medical Centre (Bomet),32012,Medical Clinic,-0.77844,35.34033,Bomet,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Presbyterian University Medical Clinic (Kikuyu),32013,Medical Clinic,-1.2715591,36.6691905,Kiambu,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiangage Dispensary,31981,Dispensary,-0.7268,37.1234,Muranga,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Zen Recovery and Treatment Centre,32039,Nursing Homes,-1.2037318,36.8321244,Kiambu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Koduogo Dispensary,32061,Dispensary,-0.856034,34.499101,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Alara Dispensary,32062,Dispensary,-0.767418,34.523509,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ushirika Elite Hospital Limited,32030,Primary care hospitals,-1.2698624,36.8410356,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kinamba Dental Services and Care(Naivasha),23998,Medical Clinic,-0.6750433,36.48654,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Taita Mauche HC,15159,Basic Health Centre,-0.517929,35.922544,Nakuru,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bel-Bur Dispensary,23444,Dispensary,-0.372783,35.934669,Nakuru,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Cleansed Medical Clinic,28726,Medical Clinic,-0.2685035,36.0042644,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Raon Medical Clinic And Pharmacy,28909,Medical Clinic,-0.28844035,36.0014644,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Quality Health Care Clinic (Naivasha),19406,Medical Clinic,-0.72014,36.43351,Nakuru,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maiella Golden Care Medical Center,29104,Medical Clinic,-0.8932733,36.1996183,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marie Stopes (Naivasha),15133,Medical Clinic,-0.71889,36.43527,Nakuru,Non-Operational,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St. Joseph Riftvalley Hospital,25155,Primary care hospitals,-0.411223,36.25111,Nakuru,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Aar Healthcare(K)Ltd-United Mall-Kisumu,32016,Medical Center,-0.0983274,34.7578571,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Good Luck Medical Clinic,32107,Medical Clinic,-0.155835,35.06585,Kisumu,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nyadado Dispensary,32019,Dispensary,-0.131689,34.549627,Kisumu,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Scion Medical Centre,27697,Medical Center,-1.2358677,36.9342876,Nairobi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Equity Afia Limited -Iten Medical Centre,31931,Medical Center,0.678317,35.505253,Elgeyo Marakwet,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Equity Afia Medical Centre Migori,32060,Basic Health Centre,-1.057149,34.489344,Migori,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Oltepesi Dispensary,32040,Dispensary,-1.05978663,36.11665819,Narok,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibisi Dispensary,15943,Dispensary,0.69552,34.8563,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-005484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
