facility_name,facility_code,facility_type,latitude,longitude,admin1,status,country,ownership,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Chiunda Clinic,MG201083,Health Post,-14.755091,35.112111,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mwatitha,KU071084,Clinic,-13.43552,33.3898,Central East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mwaya,KB051085,Dispensary,-11.97658,34.07603,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
mwazisi,RU141087,Health Centre,-10.94356,33.5792,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mwenyekonde,LL041088,Dispensary,-14.00775,33.81726,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mwima,BK171089,Health Centre,-14.92967,35.18498,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzalangwe,MZ161090,Health Centre,-11.61228,33.5651,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzama,NT121091,Health Centre,-14.89375,34.58597,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mission,MZ161092,Hospital,-11.4276539,33.450285,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzandu,NT081093,Health Centre,-13.48916,34.02738,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzenga,KB051094,Health Centre,-11.73249,34.07401,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ku Boma,MZ161095,District Hospital,-11.89805,33.58421,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Prison,MZ161096,Clinic,-11.9107,33.58414,North Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzokoto,RU141097,Health Centre,-10.90777,34.02735,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Central,MZ161098,Central Hospital,-11.4235559,33.9943344,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Prison,MZ161099,Clinic,-11.46474,34.01991,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mapale,MZ161100,Health Centre,-11.4617887,34.0151188,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Police,MZ161101,Dispensary,-11.46211,34.02489,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzuzu Sobo Clinic,MZ161102,Clinic,-11.41853,34.00645,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mzuni,MZ161103,Clinic,-11.4222522,33.9958708,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Naching'anda,CP061104,Health Post,-9.684917,33.418491,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nachipananga off Nthalire road to the west,CP061105,Health Post,-9.872516,33.381377,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chopi,ZA231106,Health Centre,-15.35785,35.3849,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nakalanzi H/C,DE031107,Health Centre,-14.20233,34.54819,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nalunga,DA021108,Health Centre,-13.64378,34.0567,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namadidi,ZA231109,Health Centre,-15.41079,35.24736,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namadzi,CR261110,Health Centre,-15.54663,35.18761,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njoka,CR261111,Hospital,-15.5494,35.18197,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namakhwa,CR261112,Clinic,-15.83562,35.11578,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namalaka,MG201113,Clinic,-14.1236333,35.1929633,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namalitha,ZA231114,Dispensary,-15.430886,35.490891,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mission,MC191115,Health Centre,-14.88211,35.48324,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namanja,MC191116,Health Centre,-14.9646301,35.6793543,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namanolo,BK171117,Health Centre,-15.00071,35.19004,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namasalima,MU211118,Health Centre,-15.80407,35.3491,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namasalima,ZA231119,Health Centre,-15.23142,35.48876,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nambazo,PH221120,Health Centre,-15.5566963,35.8193749,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nambira health post,BK171121,Health Post,-14.80259,35.06411,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nambiti,PH221122,Health Post,-15.802794,35.763953,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namboya Felix,BT241123,Clinic,-15.81381,35.0612,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nambuma,LL041124,Health Centre,-13.72409,33.55789,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nandumbo,BK171125,Health Centre,-14.85169,35.22552,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namikango,ZA231126,Clinic,-15.47723,35.24056,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namikoko,BT241127,Health Centre,-15.486510000000001,35.07379,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namingomba,TH311128,Dispensary,-16.04009,35.08996,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namisu,NT121129,Dispensary,-15.08352,34.78138,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namitambo,CR261130,Health Centre,-15.7106126,35.1741967,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namizana,MC011131,Dispensary,-14.00195,33.2463,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namphungo,MU211132,Health Centre,-15.80407,35.3491,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
namulenga health centre,MU211133,Health Centre,-15.86563,35.32718,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namwera,MG201134,Hospital,-14.3637,35.50221,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namwera Private Clinic,MG201135,Clinic,-14.36,35.48,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namcholi,MG201136,Dispensary,-14.4783763,35.5870485,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nangalamu,MG201137,Health Centre,-14.6110653,35.0826738,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nankhwali,MG201138,Health Centre,-15.614421,35.6281461,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nankumba,MG201139,Health Centre,-14.36521,34.82361,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nasawa,ZA231140,Health Centre,-15.6023,35.25956,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Naphimba Health Centre,MU211143,Health Centre,-16.045639,35.445462,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Naso,NK101144,Clinic,-12.92739,34.28465,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nasonia Dispensary,TH311145,Clinic,-16.02475,35.1565,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
NÃÂÃÂ thenje,LL041146,Health Centre,-14.08504,33.90823,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
NRC clinic,LL041147,Clinic,-14.02247,33.67422,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nayinunje,MC191148,Health Centre,-14.7406,35.56503,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nayuchi,MC191149,Health Centre,-14.97585,35.86726,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gogo Nazombe,PH221150,Health Centre,-15.7525616,35.7777647,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndagha Private Clinic,MG201151,Clinic,-14.48,35.25,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ndakwera health centre,CK271152,Health Centre,-16.22357,34.68896,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndamera,NS301153,Health Centre,-17.09569,35.21902,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndau Clinic,ZA231154,Dispensary,-15.4533752,35.2830107,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndaula,LL041155,Health Centre,-14.1385,33.50757,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndimoyo,SA091156,Clinic,-13.78274,34.45888,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
BLM Ndirande clinic,BT241157,Clinic,-15.77364,35.03081,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndirande,BT241158,Health Centre,-15.7781,35.03946,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ndunde,CR261159,Health Centre,-15.69615,35.23355,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Neno District Hospital,NE291160,District Hospital,-15.39524,34.65349,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Neno Parish Health Center,NE291161,Health Centre,-15.43701,34.60843,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
new State house,LL041162,Unclassified,-13.96051,33.85089,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Newa Health Centre,KU071163,Health Centre,-12.58333,33.38174,Central East Zone,Non-functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Newts Medicare Private clinic,NS301164,Clinic,-16.929706,35.257962,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ng'onga,RU141165,Health Centre,-10.93922,33.94348,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngabu BLM,CK271166,Clinic,-16.46679,34.87297,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngabu,CK271167,Hospital,-16.45928,34.89253,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngabu Sda Health Centre,CK271168,Health Centre,-16.46516,34.87901,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngala,NK101169,Health Centre,-12.36529,34.06552,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngatala,MG201170,Health Post,-14.65773,35.07712,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngana,KA151171,Health Centre,-9.62021,33.69891,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngapani,MG201172,Health Centre,-14.0296,35.33773,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngara,KA151173,Health Post,-10.225176,34.10207,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngatala,MG201174,Health Post,-14.657656,35.077156,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngisi,KA151175,Clinic,-9.595399,33.7218983,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kwa Bishop,SA091176,Health Centre,-14.08926,34.50896,Central East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngokwe,MC191177,Health Centre,-14.7067782,35.8015545,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngolowera,MU211178,Health Post,-16.0456627,35.4452708,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chidalanda,LL041179,Health Centre,-13.77509,33.64018,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngotangota,ZA231180,Health Post,-15.295999,35.82282,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),FALSE,NA,NA,MWI-001178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
Ngoya,CP061181,Clinic,-9.617792,33.293329,North Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ngwelero,ZA231182,Clinic,-15.66645,35.42718,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nice Private,MC191184,Clinic,-15.06796,35.2282,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njuli Quary,CR261186,Clinic,-15.7064356,35.116452,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Njuyu,MZ161187,Health Centre,-11.52455,33.69953,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkalo,CR261188,Health Centre,-15.97065,35.30997,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkasala,ZA231189,Health Centre,-15.32778,35.21661,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhalango,LL041190,Clinic,-14.01291,33.70483,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhamenya,KU071191,Hospital,-12.56606,33.50098,Central East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhande,NS301192,Dispensary,-17.11489,35.15688,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mkondezi,KB051193,District Hospital,-11.60159,34.29872,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhatabay private clinic,KB051194,Clinic,-11.60663,34.29549,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhataombere,TH311195,Health Post,-16.323986,35.264013,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mkhate,CK271196,Health Post,-16.1467,34.95886,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhoma,LL041197,Hospital,-14.04389,34.1036,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkhoma Private Clinic,TH311198,Clinic,-16.07,35.14,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-001196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
