facility_code,facility_name,zone,admin1,admin2,council,ward,village,facility_type,ownership_detail,status,latitude,longitude,year,strata,catchment_population,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
101816-7,INYONGA B,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Inyonga,Inyonga,Health Center,LGA,Operating,-6.721407,32.062187,1993,High,37380,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1993-01-07,1993,TZA-007858,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113378-4,MTAKUJA,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Nsenkwa,Mtakuja,Dispensary,LGA,Operating,-6.74689,32.00159,2021,High,37380,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-07-01,2021,TZA-007859,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110003-1,NSENKWA,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Nsenkwa,Nsenkwa,Dispensary,LGA,Operating,-6.77239,32.01488,2015,High,37380,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-07-01,2015,TZA-007860,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123970-6,SONGAMBELE,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Inyonga,Kamsisi,Dispensary,LGA,Operating,-6.68743,32.14757,2022,High,37380,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-01,2022,TZA-007861,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101726-8,ILELA,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Ilela,Ipwaga,Dispensary,LGA,Operating,-6.813842,32.089999,2008,High,37380,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2008-01-07,2008,TZA-007863,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
115017-6,MGOMBE,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Utende,Mgombe,Dispensary,LGA,Operating,-6.66471,32.00031,2021,High,37380,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-01-02,2021,TZA-007865,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123076-2,LUGALA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Uchindile,Lugala,Dispensary,LGA,Operating,-8.34864,36.08333,2023,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-11-30,2023,TZA-007866,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114987-1,CHITA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Chita,Health Center,LGA,Operating,-8.51798,35.95177,2020,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-01-07,2020,TZA-007867,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102499-1,KATURUKILA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mang'ula,Mikoleko,Dispensary,Faith Based Organization (FBO),Operating,-7.84273,36.91531,1992,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1992-01-09,1992,TZA-007868,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114995-4,MKUYUNI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chisano,Chisano,Dispensary,LGA,Operating,-8.77297,35.96679,2023,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-10-30,2023,TZA-007869,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107791-6,TAZARA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mlimba,Mlimba 'B',Dispensary,For Profit,Operating,-8.7861,35.7968,2000,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2000-09-08,2000,TZA-007870,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122047-4,BARAKA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Ikule,Health Laboratory,For Profit,Operating,-8.41267,36.01063,2023,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-01-06,2023,TZA-007871,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114106-8,MOFU,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mofu,Mofu,Health Center,LGA,Operating,-8.25261,36.11382,2018,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-08-14,2018,TZA-007872,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122048-2,HAYDOM,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mngeta,Mkangawalo,Health Laboratory,For Profit,Operating,-8.351,36.07987,2022,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-15,2022,TZA-007873,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111058-4,KITETE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Uchindile,Kitete,Dispensary,LGA,Operating,-8.7679,35.527,2012,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-07-16,2012,TZA-007874,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114815-4,NJAGI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Njagi,Dispensary,LGA,Operating,-8.24618,36.17225,2022,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-06-08,2022,TZA-007876,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114002-9,MARY,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mbingu,Mbingu,Dispensary,For Profit,Operating,-8.21208,36.2342,2019,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-17,2019,TZA-007877,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106334-6,NGALIMILA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Utengule,Mpanga,Dispensary,Faith Based Organization (FBO),Operating,-8.96071,35.89394,1995,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1995-01-07,1995,TZA-007878,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111040-2,UDAGAJI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Udagaji,Dispensary,LGA,Operating,-8.593724,35.900962,2005,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2005-08-04,2005,TZA-007879,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111517-9,KAANAN,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Chita,Dispensary,For Profit,Operating,-8.5023,35.9356,2015,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-10-15,2015,TZA-007880,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114603-4,DARIO'S,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mbingu,Mbingu,Dispensary,For Profit,Operating,-8.15369,36.38542,1970,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007881,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104620-0,ST JUDE THADDEUS,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Igima,Mpofu,Health Center,Faith Based Organization (FBO),Operating,-8.17262,36.25092,2015,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-01-09,2015,TZA-007883,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111186-3,MBINGU,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mbingu,Mbingu,Dispensary,LGA,Operating,-8.17857,36.26101,2004,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-04-19,2004,TZA-007884,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108000-1,UCHINDILE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,null,Dispensary,LGA,Operating,-8.7721,35.4101,1984,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1984-01-20,1984,TZA-007885,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111036-0,MATEMA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Kamwene,Mateme,Dispensary,LGA,Operating,-8.84898,35.7744,2009,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2009-08-28,2009,TZA-007886,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105207-5,MLIMBA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mlimba,Mlimba 'B',Health Center,LGA,Operating,-8.79667,35.805,1974,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1974-07-13,1974,TZA-007887,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105052-5,MKANGAWALO,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Mkangawalo,Dispensary,LGA,Operating,-8.36586,36.07772,2015,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-11-27,2015,TZA-007888,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100848-1,CHITA RURAL,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Chita,Dispensary,LGA,Operating,-8.521183,35.945358,1980,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1980-01-07,1980,TZA-007890,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112023-7,IKWAMBI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mofu,Ikwambi,Dispensary,LGA,Operating,-8.295306,36.345527,2017,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-12-20,2017,TZA-007892,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114990-5,NGALIMILA RURAL,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Utengule,Ngalimila,Dispensary,LGA,Operating,-8.96072,35.89395,2020,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-07-02,2020,TZA-007893,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120659-8,LUSAJO,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Mchombe,Health Laboratory,For Profit,Operating,-8.3172,36.12365,2021,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-11-09,2021,TZA-007894,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111057-6,KISEGESE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,Kisegese,Dispensary,LGA,Operating,-8.17804,36.32942,2012,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-10-10,2012,TZA-007895,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111056-8,IKULE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Ikule,Dispensary,LGA,Operating,-8.40211,36.02032,2013,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-12-12,2013,TZA-007896,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123672-8,TANDALE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Igima,Mpofu,Health Laboratory,For Profit,Operating,-8.20924,36.22904,2024,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-04-30,2024,TZA-007897,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114643-0,MLIMBA DH,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mngeta,Mkangawalo,Hospital,LGA,Operating,-8.35033,36.07214,2022,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-02-18,2022,TZA-007898,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105342-0,MPANGA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Utengule,Mpanga,Dispensary,Faith Based Organization (FBO),Operating,-8.93667,35.8133,1930,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1930-05-07,1930,TZA-007899,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108206-4,UTENGULE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Utengule,Utengule,Dispensary,LGA,Operating,-8.95321,35.8372,1958,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1958-01-20,1958,TZA-007900,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113119-2,MSOLWA MLIMBA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Kalengakero,Msolwa Mlimba,Dispensary,LGA,Operating,-8.7951,35.86138,2019,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-12-07,2019,TZA-007901,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101473-7,IDETE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,Idete,Dispensary,LGA,Operating,-8.101,36.36,2014,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-03-10,2014,TZA-007902,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101831-6,IPINDE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Masagati,Ipinde,Dispensary,LGA,Operating,-9.08979,35.7011,2013,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-12-03,2013,TZA-007904,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100843-2,CHISANO,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chisano,Chisano,Dispensary,LGA,Operating,-8.65992,35.8535,1999,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1999-11-11,1999,TZA-007905,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107782-5,TAWETA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Masagati,Taweta,Dispensary,Faith Based Organization (FBO),Operating,-9.0216,35.6066,1922,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1922-07-07,1922,TZA-007906,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107742-9,TANESCO KIHANSI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chisano,Chisano,Dispensary,Parastatal,Operating,-8.63728,36.05011,2000,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2000-07-20,2000,TZA-007907,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114013-6,TANGANYIKA RURAL,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Masagati,Tanganyika,Dispensary,LGA,Operating,-9.10991,35.63493,1970,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007908,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106160-5,NAMWAWALA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,Namwawala,Dispensary,LGA,Operating,-8.154555,36.389139,1985,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1985-07-15,1985,TZA-007909,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105250-5,MNGETA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Mngeta,Health Center,LGA,Operating,-8.31667,36.1067,2004,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-09-16,2004,TZA-007910,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114104-3,LUFULU,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Ching'anda,Lufulu,Dispensary,LGA,Operating,-8.54764,36.93091,2023,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-05-29,2023,TZA-007911,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121966-6,IGIMA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Igima,Mpofu,Health Center,LGA,Operating,-8.22821,36.62298,2023,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-06-21,2023,TZA-007912,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122670-3,KICHANGANI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Kamwene,Kamwene,Health Laboratory,For Profit,Operating,-8.51367,35.51482,2023,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-05-10,2023,TZA-007913,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100847-3,CHITA JKT,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Chita,Dispensary,Military,Operating,-8.498,35.931,1977,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1977-01-07,1977,TZA-007914,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113816-3,MERERA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Merera,Dispensary,LGA,Operating,-8.5496200000000009,36.01682,2018,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-04-11,2018,TZA-007915,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122669-5,NEW ULANGA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mbingu,Mbingu,Health Laboratory,For Profit,Operating,-8.21152,36.22793,2023,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-04-23,2023,TZA-007917,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123865-8,ABDON MAABARA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,Idete,Health Laboratory,For Profit,Operating,-8.10061,36.50966,2024,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-07-27,2024,TZA-007918,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113568-0,MIWANGANI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,Miwangani,Dispensary,LGA,Operating,-8.1474,36.50563,2018,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-01-06,2018,TZA-007919,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123740-3,KMC,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mngeta,Mkangawalo,Dispensary,Company/Business Name,Operating,-8.31868,36.12008,2024,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-06-04,2024,TZA-007920,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101476-0,IDETE PRISON,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Idete,Idete,Dispensary,Prisons,Operating,-8.101,36.489,1973,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1973-01-07,1973,TZA-007921,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114012-8,VIWANJASITINI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Kamwene,Kamwene,Dispensary,LGA,Operating,-8.81475,35.80865,2020,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-07-20,2020,TZA-007923,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111059-2,KPL,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mngeta,Mkangawalo,Dispensary,For Profit,Operating,-8.36303,36.09364,1970,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007924,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123669-4,HANS MEDICAL,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mlimba,Msolwa,Health Laboratory,For Profit,Operating,-8.78901,35.85374,2024,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-05-21,2024,TZA-007925,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114105-0,MGUGWE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chisano,Mgugwe,Dispensary,LGA,Operating,-8.66626,35.84753,2022,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-01-01,2022,TZA-007926,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105264-6,MOFU,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mofu,Mofu,Dispensary,Faith Based Organization (FBO),Operating,-8.30016,36.35098,1920,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1920-10-07,1920,TZA-007927,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111037-8,MARY'S,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mlimba,Mlimba 'A',Dispensary,For Profit,Operating,-8.78645,35.80531,2010,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2010-10-10,2010,TZA-007928,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113997-1,ACLANE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mlimba,Mlimba 'A',Dispensary,For Profit,Operating,-8.77998,35.81071,2020,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-03-09,2020,TZA-007929,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123668-6,ACLANE USALAMA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Kalengakero,Kalengakero,Health Laboratory,For Profit,Operating,-8.76035,35.82938,2024,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-04-30,2024,TZA-007930,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114989-7,MSITA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Chita,Msita,Dispensary,LGA,Operating,-8.54961,36.01683,2018,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-01-07,2018,TZA-007931,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104693-7,MCHOMBE,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Mchombe,Mchombe,Dispensary,Faith Based Organization (FBO),Operating,-8.31667,36.1167,1920,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1920-01-07,1920,TZA-007933,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107751-0,TANGANYIKA,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Masagati,Tanganyika,Dispensary,Faith Based Organization (FBO),Operating,-9.12612,35.62993,1967,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1967-01-07,1967,TZA-007934,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111038-6,UPENDO,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Utengule,Mpanga,Dispensary,NGOs,Operating,-8.92861,35.82456,2015,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2015-01-10,2015,TZA-007935,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114988-9,MIKOCHINI,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Namwawala,Namwawala,Dispensary,LGA,Operating,-8.22687,36.45064,2018,Moderate,213923,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-03-02,2018,TZA-007936,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
104720-8,MEIGHS,Eastern Zone,Morogoro,Kilombero,Mlimba DC,Kamwene,Kamwene,Dispensary,For Profit,Operating,-8.80665,35.79706,2020,Moderate,213923,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-06-03,2020,TZA-007937,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
106141-5,NAMING'ONGO,Southern Highlands Zone,Songwe,Momba,Momba DC,Chitete,Namingo'ngo,Dispensary,LGA,Operating,-8.774294,32.446629,2019,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-08-01,2019,TZA-007939,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121387-5,SANTE,Southern Highlands Zone,Songwe,Momba,Momba DC,Mkomba,Sante,Dispensary,LGA,Operating,-8.43975,32.52711,2022,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-12-15,2022,TZA-007940,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122319-7,NAKAWALE,Southern Highlands Zone,Songwe,Momba,Momba DC,Ikana,Nakawale,Dispensary,LGA,Operating,-9.00082,32.42495,2023,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-09-01,2023,TZA-007941,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100855-6,CHITETE,Southern Highlands Zone,Songwe,Momba,Momba DC,Chitete,Chitete,Dispensary,LGA,Operating,-8.80533,32.5046,1987,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1987-02-17,1987,TZA-007942,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120640-8,MOMBA,Southern Highlands Zone,Songwe,Momba,Momba DC,Chitete,Tindingoma,Hospital,LGA,Operating,-8.80833,32.32525,2022,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-10-27,2022,TZA-007943,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109890-4,NKALA,Southern Highlands Zone,Songwe,Momba,Momba DC,Mpapa,Kasanu,Dispensary,LGA,Operating,-8.854012,32.496618,2016,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-11-11,2016,TZA-007944,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102294-6,KAMSAMBA,Southern Highlands Zone,Songwe,Momba,Momba DC,Kamsamba,Kamsamba,Health Center,LGA,Operating,-8.35759,32.2943,2004,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-12-07,2004,TZA-007945,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112445-2,IPATA,Southern Highlands Zone,Songwe,Momba,Momba DC,Msangano,Ipata,Dispensary,LGA,Operating,-8.58712,32.3732,2018,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-01-08,2018,TZA-007946,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111484-2,MACHINDO,Southern Highlands Zone,Songwe,Momba,Momba DC,Miyunga,Machindo,Dispensary,LGA,Operating,-8.833124,32.311199,1970,Moderate,251515,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-007947,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
