"facility_code","service_category","service_group","service_detail"
"454413-6","clinical_services","Clinical Services","Post Natal Care"
"454413-6","clinical_services","Clinical Services","Domiciliary"
"454413-6","clinical_services","Clinical Services","Pharmacy"
"454413-6","clinical_services","Clinical Services","Outpatient Department"
"454413-6","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"454413-6","infrastructure","Infrastructure","Toilets"
"454413-6","infrastructure","Infrastructure","Running Water"
"454413-6","staff","Staff","PRN (qty: 1)"
"189831-1","clinical_services","Clinical Services","Primary Health Care"
"189831-1","clinical_services","Clinical Services","Laboratory"
"189831-1","clinical_services","Clinical Services","Dressings And Injection"
"189831-1","clinical_services","Clinical Services","Child Welfare Clinic"
"189831-1","clinical_services","Clinical Services","HIV Testing and Counselling"
"189831-1","clinical_services","Clinical Services","Sexual Reproductive Health"
"189831-1","clinical_services","Clinical Services","Post Natal Care"
"189831-1","clinical_services","Clinical Services","Domiciliary"
"189831-1","clinical_services","Clinical Services","Pharmacy"
"189831-1","clinical_services","Clinical Services","Outpatient Department"
"189831-1","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"189831-1","infrastructure","Infrastructure","Toilets"
"189831-1","infrastructure","Infrastructure","Running Water"
"189831-1","staff","Staff","PRN (qty: 1)"
"189831-1","infrastructure","Infrastructure","Ambulances (qty: 1)"
"178647-4","clinical_services","Clinical Services","Ambulance Service"
"178647-4","clinical_services","Clinical Services","Ante Natal Care"
"178647-4","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"178647-4","clinical_services","Clinical Services","Blood Pressure Monitoring"
"178647-4","clinical_services","Clinical Services","Child Welfare Clinic"
"178647-4","clinical_services","Clinical Services","Clinical Social Work"
"178647-4","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"178647-4","clinical_services","Clinical Services","Condom Distribution"
"178647-4","clinical_services","Clinical Services","Dispensary"
"178647-4","clinical_services","Clinical Services","Domiciliary"
"178647-4","clinical_services","Clinical Services","Dressings And Injection"
"178647-4","clinical_services","Clinical Services","General Consultation"
"178647-4","clinical_services","Clinical Services","General Counselling"
"178647-4","clinical_services","Clinical Services","General Screening"
"178647-4","clinical_services","Clinical Services","HIV Testing and Counselling"
"178647-4","clinical_services","Clinical Services","Home Visits"
"178647-4","clinical_services","Clinical Services","Immunization"
"178647-4","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"178647-4","clinical_services","Clinical Services","Maternity"
"178647-4","clinical_services","Clinical Services","Outpatient Department"
"178647-4","clinical_services","Clinical Services","Phlebotomy"
"178647-4","clinical_services","Clinical Services","Post Natal Care"
"178647-4","clinical_services","Clinical Services","Primary Health Care"
"178647-4","clinical_services","Clinical Services","Routine HIV Testing"
"178647-4","clinical_services","Clinical Services","School Education"
"178647-4","clinical_services","Clinical Services","See And Treat"
"178647-4","clinical_services","Clinical Services","Sexual Reproductive Health"
"178647-4","clinical_services","Clinical Services","Tuberculosis"
"178647-4","infrastructure","Infrastructure","Electricity"
"178647-4","infrastructure","Infrastructure","Toilets"
"178647-4","infrastructure","Infrastructure","Running Water"
"178647-4","infrastructure","Infrastructure","Internet"
"178647-4","staff","Staff","Registered Nurse (qty: 2)"
"366872-0","clinical_services","Clinical Services","Ante Natal Care"
"366872-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"366872-0","clinical_services","Clinical Services","Dental"
"366872-0","clinical_services","Clinical Services","Pediatrics"
"366872-0","clinical_services","Clinical Services","Inpatient Care Services"
"366872-0","clinical_services","Clinical Services","Dressings And Injection"
"366872-0","clinical_services","Clinical Services","Child Welfare Clinic"
"366872-0","clinical_services","Clinical Services","Post Natal Care"
"366872-0","clinical_services","Clinical Services","Domiciliary"
"366872-0","clinical_services","Clinical Services","Primary Health Care"
"366872-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"366872-0","clinical_services","Clinical Services","Laboratory"
"366872-0","clinical_services","Clinical Services","X-Ray"
"366872-0","clinical_services","Clinical Services","Pharmacy"
"366872-0","infrastructure","Infrastructure","Toilets"
"366872-0","infrastructure","Infrastructure","Running Water"
"366872-0","staff","Staff","NS (qty: 7)"
"739058-6","clinical_services","Clinical Services","Ante Natal Care"
"739058-6","clinical_services","Clinical Services","Child Welfare Clinic"
"739058-6","clinical_services","Clinical Services","Domiciliary"
"739058-6","clinical_services","Clinical Services","Dressings And Injection"
"739058-6","clinical_services","Clinical Services","HIV Testing and Counselling"
"739058-6","clinical_services","Clinical Services","Infectious Disease Control Centre"
"739058-6","clinical_services","Clinical Services","Laboratory"
"739058-6","clinical_services","Clinical Services","Pharmacy"
"739058-6","clinical_services","Clinical Services","Post Natal Care"
"739058-6","clinical_services","Clinical Services","Primary Health Care"
"739058-6","clinical_services","Clinical Services","Sexual Reproductive Health"
"739058-6","clinical_services","Clinical Services","Woman Wellness"
"739058-6","infrastructure","Infrastructure","Electricity"
"739058-6","infrastructure","Infrastructure","Toilets"
"739058-6","infrastructure","Infrastructure","Running Water"
"739058-6","infrastructure","Infrastructure","Pharmacy"
"739058-6","infrastructure","Infrastructure","Public Wi-fi"
"739058-6","staff","Staff","NS (qty: 6)"
"457469-5","clinical_services","Clinical Services","Ante Natal Care"
"457469-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"457469-5","clinical_services","Clinical Services","Dental"
"457469-5","clinical_services","Clinical Services","Pediatrics"
"457469-5","clinical_services","Clinical Services","Inpatient Care Services"
"457469-5","clinical_services","Clinical Services","Dressings And Injection"
"457469-5","clinical_services","Clinical Services","Child Welfare Clinic"
"457469-5","clinical_services","Clinical Services","Post Natal Care"
"457469-5","clinical_services","Clinical Services","Domiciliary"
"457469-5","clinical_services","Clinical Services","Primary Health Care"
"457469-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"457469-5","clinical_services","Clinical Services","Laboratory"
"457469-5","clinical_services","Clinical Services","X-Ray"
"457469-5","clinical_services","Clinical Services","Pharmacy"
"457469-5","clinical_services","Clinical Services","Infectious Disease Control Centre"
"457469-5","infrastructure","Infrastructure","Toilets"
"457469-5","infrastructure","Infrastructure","Running Water"
"457469-5","staff","Staff","NS (qty: 4)"
"743567-0","clinical_services","Clinical Services","Ante Natal Care"
"743567-0","clinical_services","Clinical Services","Child Welfare Clinic"
"743567-0","clinical_services","Clinical Services","Domiciliary"
"743567-0","clinical_services","Clinical Services","Dressings And Injection"
"743567-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"743567-0","clinical_services","Clinical Services","Infectious Disease Control Centre"
"743567-0","clinical_services","Clinical Services","Laboratory"
"743567-0","clinical_services","Clinical Services","Pharmacy"
"743567-0","clinical_services","Clinical Services","Post Natal Care"
"743567-0","clinical_services","Clinical Services","Primary Health Care"
"743567-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"743567-0","infrastructure","Infrastructure","Electricity"
"743567-0","infrastructure","Infrastructure","Toilets"
"743567-0","infrastructure","Infrastructure","Running Water"
"743567-0","infrastructure","Infrastructure","Internet"
"743567-0","infrastructure","Infrastructure","Pharmacy"
"743567-0","infrastructure","Infrastructure","Public Wi-fi"
"743567-0","staff","Staff","NS (qty: 10)"
"787329-2","clinical_services","Clinical Services","Ante Natal Care"
"787329-2","clinical_services","Clinical Services","Child Welfare Clinic"
"787329-2","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"787329-2","clinical_services","Clinical Services","Domiciliary"
"787329-2","clinical_services","Clinical Services","Dressings And Injection"
"787329-2","clinical_services","Clinical Services","HIV Testing and Counselling"
"787329-2","clinical_services","Clinical Services","Infectious Disease Control Centre"
"787329-2","clinical_services","Clinical Services","Laboratory"
"787329-2","clinical_services","Clinical Services","Pediatrics"
"787329-2","clinical_services","Clinical Services","Pharmacy"
"787329-2","clinical_services","Clinical Services","Post Natal Care"
"787329-2","clinical_services","Clinical Services","Primary Health Care"
"787329-2","clinical_services","Clinical Services","School Health"
"787329-2","clinical_services","Clinical Services","Sexual Reproductive Health"
"787329-2","infrastructure","Infrastructure","Electricity"
"787329-2","infrastructure","Infrastructure","Toilets"
"787329-2","infrastructure","Infrastructure","Running Water"
"787329-2","infrastructure","Infrastructure","Internet"
"787329-2","infrastructure","Infrastructure","Laboratory"
"787329-2","infrastructure","Infrastructure","Pharmacy"
"787329-2","staff","Staff","NS (qty: 7)"
"433002-3","infrastructure","Infrastructure","Toilets"
"433002-3","infrastructure","Infrastructure","Running Water"
"433002-3","staff","Staff","NS (qty: 12)"
"453145-5","clinical_services","Clinical Services","Ante Natal Care"
"453145-5","clinical_services","Clinical Services","Child Welfare Clinic"
"453145-5","clinical_services","Clinical Services","Domiciliary"
"453145-5","clinical_services","Clinical Services","Dressings And Injection"
"453145-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"453145-5","clinical_services","Clinical Services","Infectious Disease Control Centre"
"453145-5","clinical_services","Clinical Services","Pediatrics"
"453145-5","clinical_services","Clinical Services","Pharmacy"
"453145-5","clinical_services","Clinical Services","Post Natal Care"
"453145-5","clinical_services","Clinical Services","Primary Health Care"
"453145-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"453145-5","clinical_services","Clinical Services","Woman Wellness"
"453145-5","infrastructure","Infrastructure","Electricity"
"453145-5","infrastructure","Infrastructure","Toilets"
"453145-5","infrastructure","Infrastructure","Running Water"
"453145-5","infrastructure","Infrastructure","Pharmacy"
"453145-5","infrastructure","Infrastructure","Public Wi-fi"
"453145-5","staff","Staff","NS (qty: 7)"
"198322-0","clinical_services","Clinical Services","Ante Natal Care"
"198322-0","clinical_services","Clinical Services","Child Welfare Clinic"
"198322-0","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"198322-0","clinical_services","Clinical Services","Dispensary"
"198322-0","clinical_services","Clinical Services","Domiciliary"
"198322-0","clinical_services","Clinical Services","Dressings And Injection"
"198322-0","clinical_services","Clinical Services","Failure Clinic"
"198322-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"198322-0","clinical_services","Clinical Services","Home Visits"
"198322-0","clinical_services","Clinical Services","Infectious Disease Control Centre"
"198322-0","clinical_services","Clinical Services","Inpatient Care Services"
"198322-0","clinical_services","Clinical Services","Labour And Delivery"
"198322-0","clinical_services","Clinical Services","Maternity"
"198322-0","clinical_services","Clinical Services","Pediatrics"
"198322-0","clinical_services","Clinical Services","Pharmacy"
"198322-0","clinical_services","Clinical Services","Post Natal Care"
"198322-0","clinical_services","Clinical Services","Primary Health Care"
"198322-0","clinical_services","Clinical Services","School Health"
"198322-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"198322-0","clinical_services","Clinical Services","Youth Friendly Services"
"198322-0","infrastructure","Infrastructure","Electricity"
"198322-0","infrastructure","Infrastructure","Toilets"
"198322-0","infrastructure","Infrastructure","Running Water"
"198322-0","infrastructure","Infrastructure","Internet"
"198322-0","infrastructure","Infrastructure","Pharmacy"
"198322-0","infrastructure","Infrastructure","Public Wi-fi"
"228068-3","clinical_services","Clinical Services","Ante Natal Care"
"228068-3","clinical_services","Clinical Services","Child Welfare Clinic"
"228068-3","clinical_services","Clinical Services","Condom Distribution"
"228068-3","clinical_services","Clinical Services","Dispensary"
"228068-3","clinical_services","Clinical Services","Domiciliary"
"228068-3","clinical_services","Clinical Services","Dressings And Injection"
"228068-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"228068-3","clinical_services","Clinical Services","Home Visits"
"228068-3","clinical_services","Clinical Services","Immunization"
"228068-3","clinical_services","Clinical Services","Infectious Disease Control Centre"
"228068-3","clinical_services","Clinical Services","Laboratory"
"228068-3","clinical_services","Clinical Services","Maternity"
"228068-3","clinical_services","Clinical Services","Pediatrics"
"228068-3","clinical_services","Clinical Services","Pharmacy"
"228068-3","clinical_services","Clinical Services","Post Natal Care"
"228068-3","clinical_services","Clinical Services","Primary Health Care"
"228068-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"228068-3","infrastructure","Infrastructure","Electricity"
"228068-3","infrastructure","Infrastructure","Toilets"
"228068-3","infrastructure","Infrastructure","Running Water"
"228068-3","infrastructure","Infrastructure","Internet"
"228068-3","infrastructure","Infrastructure","Pharmacy"
"228068-3","infrastructure","Infrastructure","Public Wi-fi"
"766051-7","clinical_services","Clinical Services","Ante Natal Care"
"766051-7","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"766051-7","clinical_services","Clinical Services","Blood Pressure Monitoring"
"766051-7","clinical_services","Clinical Services","Cancer Screening"
"766051-7","clinical_services","Clinical Services","Cervical Cancer Screening"
"766051-7","clinical_services","Clinical Services","Child Welfare Clinic"
"766051-7","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"766051-7","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"766051-7","clinical_services","Clinical Services","Condom Distribution"
"766051-7","clinical_services","Clinical Services","Dispensary"
"766051-7","clinical_services","Clinical Services","Dressings And Injection"
"766051-7","clinical_services","Clinical Services","Expanded Program on Immunizations"
"766051-7","clinical_services","Clinical Services","General Consultation"
"766051-7","clinical_services","Clinical Services","HIV Testing and Counselling"
"766051-7","clinical_services","Clinical Services","Home Visits"
"766051-7","clinical_services","Clinical Services","Immunization"
"766051-7","clinical_services","Clinical Services","Implantology"
"766051-7","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"766051-7","clinical_services","Clinical Services","Laboratory"
"766051-7","clinical_services","Clinical Services","Post Natal Care"
"766051-7","clinical_services","Clinical Services","Primary Health Care"
"766051-7","clinical_services","Clinical Services","Routine HIV Testing"
"766051-7","clinical_services","Clinical Services","School Education"
"766051-7","clinical_services","Clinical Services","School Health"
"766051-7","clinical_services","Clinical Services","Sexual Reproductive Health"
"766051-7","clinical_services","Clinical Services","Tuberculosis"
"766051-7","infrastructure","Infrastructure","Electricity"
"766051-7","infrastructure","Infrastructure","Toilets"
"766051-7","infrastructure","Infrastructure","Running Water"
"766051-7","infrastructure","Infrastructure","Internet"
"766051-7","infrastructure","Infrastructure","Pharmacy"
"766051-7","infrastructure","Infrastructure","Public Wi-fi"
"766051-7","staff","Staff","Family Nurse Practitioner (qty: 1)"
"766051-7","staff","Staff","Midwifery (qty: 1)"
"766051-7","staff","Staff","PRN (qty: 2)"
"766051-7","staff","Staff","Health Auxiliary (qty: 1)"
"766051-7","staff","Staff","Health  Assistant (qty: 1)"
"766051-7","staff","Staff","Senior  Education Assistant (qty: 1)"
"785994-5","clinical_services","Clinical Services","Ante Natal Care"
"785994-5","clinical_services","Clinical Services","Child Welfare Clinic"
"785994-5","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"785994-5","clinical_services","Clinical Services","Condom Distribution"
"785994-5","clinical_services","Clinical Services","Dispensary"
"785994-5","clinical_services","Clinical Services","Dressings And Injection"
"785994-5","clinical_services","Clinical Services","General Consultation"
"785994-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"785994-5","clinical_services","Clinical Services","Home Visits"
"785994-5","clinical_services","Clinical Services","Immunization"
"785994-5","clinical_services","Clinical Services","Infectious Disease Control Centre"
"785994-5","clinical_services","Clinical Services","Pediatrics"
"785994-5","clinical_services","Clinical Services","Pharmacy"
"785994-5","clinical_services","Clinical Services","Post Natal Care"
"785994-5","clinical_services","Clinical Services","Primary Health Care"
"785994-5","clinical_services","Clinical Services","Routine HIV Testing"
"785994-5","clinical_services","Clinical Services","School Health"
"785994-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"785994-5","infrastructure","Infrastructure","Electricity"
"785994-5","infrastructure","Infrastructure","Toilets"
"785994-5","infrastructure","Infrastructure","Running Water"
"785994-5","infrastructure","Infrastructure","Internet"
"785994-5","infrastructure","Infrastructure","Pharmacy"
"785994-5","infrastructure","Infrastructure","Public Wi-fi"
"785994-5","staff","Staff","Midwifery (qty: 1)"
"785994-5","infrastructure","Infrastructure","Backup generator (qty: 1)"
"785994-5","staff","Staff","SNO (qty: 1)"
"785994-5","staff","Staff","PRN (qty: 4)"
"785994-5","staff","Staff","Health Auxiliary (qty: 1)"
"785994-5","staff","Staff","Health  Assistant (qty: 1)"
"463123-0","clinical_services","Clinical Services","Ante Natal Care"
"463123-0","clinical_services","Clinical Services","Blood Pressure Monitoring"
"463123-0","clinical_services","Clinical Services","Child Welfare Clinic"
"463123-0","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"463123-0","clinical_services","Clinical Services","Condom Distribution"
"463123-0","clinical_services","Clinical Services","Dispensary"
"463123-0","clinical_services","Clinical Services","Domiciliary"
"463123-0","clinical_services","Clinical Services","Dressings And Injection"
"463123-0","clinical_services","Clinical Services","General Consultation"
"463123-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"463123-0","clinical_services","Clinical Services","Home Visits"
"463123-0","clinical_services","Clinical Services","Infectious Disease Control Centre"
"463123-0","clinical_services","Clinical Services","Inpatient Care Services"
"463123-0","clinical_services","Clinical Services","Laboratory"
"463123-0","clinical_services","Clinical Services","Maternity"
"463123-0","clinical_services","Clinical Services","Pharmacy"
"463123-0","clinical_services","Clinical Services","Post Natal Care"
"463123-0","clinical_services","Clinical Services","Primary Health Care"
"463123-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"463123-0","clinical_services","Clinical Services","Surgery"
"463123-0","clinical_services","Clinical Services","Tuberculosis"
"463123-0","infrastructure","Infrastructure","Electricity"
"463123-0","infrastructure","Infrastructure","Toilets"
"463123-0","infrastructure","Infrastructure","Running Water"
"463123-0","infrastructure","Infrastructure","Internet"
"463123-0","infrastructure","Infrastructure","Laboratory"
"463123-0","infrastructure","Infrastructure","Pharmacy"
"463123-0","infrastructure","Infrastructure","Public Wi-fi"
"688812-7","clinical_services","Clinical Services","Sexual Reproductive Health"
"688812-7","clinical_services","Clinical Services","Ante Natal Care"
"688812-7","clinical_services","Clinical Services","Child Welfare Clinic"
"688812-7","clinical_services","Clinical Services","Post Natal Care"
"688812-7","clinical_services","Clinical Services","Surgery"
"688812-7","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"688812-7","clinical_services","Clinical Services","Dressings And Injection"
"688812-7","clinical_services","Clinical Services","Cervical Cancer Screening"
"688812-7","clinical_services","Clinical Services","Dispensary"
"688812-7","clinical_services","Clinical Services","Ambulance Service"
"688812-7","clinical_services","Clinical Services","HIV Testing and Counselling"
"688812-7","clinical_services","Clinical Services","Blood Pressure Monitoring"
"688812-7","infrastructure","Infrastructure","Electricity"
"688812-7","infrastructure","Infrastructure","Toilets"
"688812-7","infrastructure","Infrastructure","Running Water"
"688812-7","infrastructure","Infrastructure","Pharmacy"
"688812-7","staff","Staff","Nurse (qty: 6)"
"634422-0","clinical_services","Clinical Services","Admissions For General Patients"
"634422-0","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"634422-0","clinical_services","Clinical Services","Blood Pressure Monitoring"
"634422-0","clinical_services","Clinical Services","Cancer Screening"
"634422-0","clinical_services","Clinical Services","Cervical Cancer Clinic"
"634422-0","clinical_services","Clinical Services","Cervical Cancer Screening"
"634422-0","clinical_services","Clinical Services","Child Welfare Clinic"
"634422-0","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"634422-0","clinical_services","Clinical Services","Clinical Social Work"
"634422-0","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"634422-0","clinical_services","Clinical Services","Condom Distribution"
"634422-0","clinical_services","Clinical Services","Dispensary"
"634422-0","clinical_services","Clinical Services","Dressings And Injection"
"634422-0","clinical_services","Clinical Services","Emergency Medical Services"
"634422-0","clinical_services","Clinical Services","Expanded Program on Immunizations"
"634422-0","clinical_services","Clinical Services","General Consultation"
"634422-0","clinical_services","Clinical Services","HIV Reference"
"634422-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"634422-0","clinical_services","Clinical Services","Home Visits"
"634422-0","clinical_services","Clinical Services","Immunization"
"634422-0","clinical_services","Clinical Services","Mental Health Services"
"634422-0","clinical_services","Clinical Services","Mobile Outreach"
"634422-0","clinical_services","Clinical Services","Multidrug-Resistant Tuberculosis Center"
"634422-0","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"634422-0","clinical_services","Clinical Services","Oral Health Services"
"634422-0","clinical_services","Clinical Services","Post Natal Care"
"634422-0","clinical_services","Clinical Services","Primary Health Care"
"634422-0","clinical_services","Clinical Services","Routine HIV Testing"
"634422-0","clinical_services","Clinical Services","School Education"
"634422-0","clinical_services","Clinical Services","School Health"
"634422-0","clinical_services","Clinical Services","See And Treat"
"634422-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"634422-0","clinical_services","Clinical Services","Social Welfare"
"634422-0","clinical_services","Clinical Services","Social Work"
"634422-0","clinical_services","Clinical Services","Tuberculosis"
"634422-0","clinical_services","Clinical Services","Woman Wellness"
"634422-0","infrastructure","Infrastructure","Electricity"
"634422-0","infrastructure","Infrastructure","water tanks (qty: 1)"
"634422-0","infrastructure","Infrastructure","Weighing scale (qty: 1)"
"634422-0","staff","Staff","Senior Registered Nurse (qty: 1)"
"634422-0","staff","Staff","Registered Nurse (qty: 1)"
"680155-9","clinical_services","Clinical Services","Ante Natal Care"
"680155-9","clinical_services","Clinical Services","Child Welfare Clinic"
"680155-9","clinical_services","Clinical Services","Dental"
"680155-9","clinical_services","Clinical Services","Domiciliary"
"680155-9","clinical_services","Clinical Services","Dressings And Injection"
"680155-9","clinical_services","Clinical Services","Eye Clinic"
"680155-9","clinical_services","Clinical Services","General Consultation"
"680155-9","clinical_services","Clinical Services","HIV Testing and Counselling"
"680155-9","clinical_services","Clinical Services","Inpatient Care Services"
"680155-9","clinical_services","Clinical Services","Laboratory"
"680155-9","clinical_services","Clinical Services","Maternity"
"680155-9","clinical_services","Clinical Services","Pediatrics"
"680155-9","clinical_services","Clinical Services","Pharmacy"
"680155-9","clinical_services","Clinical Services","Post Natal Care"
"680155-9","clinical_services","Clinical Services","Primary Health Care"
"680155-9","clinical_services","Clinical Services","Sexual Reproductive Health"
"680155-9","clinical_services","Clinical Services","Surgery"
"680155-9","clinical_services","Clinical Services","X-Ray"
"680155-9","infrastructure","Infrastructure","Electricity"
"680155-9","infrastructure","Infrastructure","Toilets"
"680155-9","infrastructure","Infrastructure","Running Water"
"680155-9","infrastructure","Infrastructure","Internet"
"680155-9","infrastructure","Infrastructure","Laboratory"
"680155-9","infrastructure","Infrastructure","Pharmacy"
"680155-9","infrastructure","Infrastructure","Cafeteria"
"535023-6","clinical_services","Clinical Services","Ante Natal Care"
"535023-6","clinical_services","Clinical Services","Child Welfare Clinic"
"535023-6","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"535023-6","clinical_services","Clinical Services","Dispensary"
"535023-6","clinical_services","Clinical Services","Domiciliary"
"535023-6","clinical_services","Clinical Services","Dressings And Injection"
"535023-6","clinical_services","Clinical Services","Expanded Program on Immunizations"
"535023-6","clinical_services","Clinical Services","General Consultation"
"535023-6","clinical_services","Clinical Services","General Counselling"
"535023-6","clinical_services","Clinical Services","HIV Testing and Counselling"
"535023-6","clinical_services","Clinical Services","Home Visits"
"535023-6","clinical_services","Clinical Services","Pharmacy"
"535023-6","clinical_services","Clinical Services","Phlebotomy"
"535023-6","clinical_services","Clinical Services","School Health"
"535023-6","clinical_services","Clinical Services","Sexual Reproductive Health"
"535023-6","infrastructure","Infrastructure","Electricity"
"535023-6","infrastructure","Infrastructure","Toilets"
"535023-6","infrastructure","Infrastructure","Running Water"
"535023-6","infrastructure","Infrastructure","Internet"
"535023-6","staff","Staff","PRN (qty: 1)"
"535023-6","staff","Staff","SNO (qty: 1)"
"535023-6","staff","Staff","Midwifery (qty: 1)"
"644488-9","clinical_services","Clinical Services","Ante Natal Care"
"644488-9","clinical_services","Clinical Services","Child Welfare Clinic"
"644488-9","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"644488-9","clinical_services","Clinical Services","Dispensary"
"644488-9","clinical_services","Clinical Services","Domiciliary"
"644488-9","clinical_services","Clinical Services","Dressings And Injection"
"644488-9","clinical_services","Clinical Services","Expanded Program on Immunizations"
"644488-9","clinical_services","Clinical Services","General Consultation"
"644488-9","clinical_services","Clinical Services","General Counselling"
"644488-9","clinical_services","Clinical Services","HIV Testing and Counselling"
"644488-9","clinical_services","Clinical Services","Home Visits"
"644488-9","clinical_services","Clinical Services","Maternity"
"644488-9","clinical_services","Clinical Services","Pharmacy"
"644488-9","clinical_services","Clinical Services","Phlebotomy"
"644488-9","clinical_services","Clinical Services","School Health"
"644488-9","clinical_services","Clinical Services","Sexual Reproductive Health"
"644488-9","infrastructure","Infrastructure","Electricity"
"644488-9","infrastructure","Infrastructure","Toilets"
"644488-9","infrastructure","Infrastructure","Running Water"
"644488-9","infrastructure","Infrastructure","Public Wi-fi"
"644488-9","infrastructure","Infrastructure","Vehicles (qty: 1)"
"644488-9","staff","Staff","CRN (qty: 1)"
"644488-9","staff","Staff","Midwifery (qty: 2)"
"644488-9","staff","Staff","Nursing Officer 1 (qty: 1)"
"644488-9","staff","Staff","Senior Registered Nurse (qty: 1)"
"644488-9","staff","Staff","Registered Nurse (qty: 1)"
"644488-9","staff","Staff","Doctors (qty: 1)"
"644488-9","staff","Staff","Pharmacy Technician (qty: 1)"
"410982-3","clinical_services","Clinical Services","Ante Natal Care"
"410982-3","clinical_services","Clinical Services","Child Welfare Clinic"
"410982-3","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"410982-3","clinical_services","Clinical Services","Dispensary"
"410982-3","clinical_services","Clinical Services","Dressings And Injection"
"410982-3","clinical_services","Clinical Services","Expanded Program on Immunizations"
"410982-3","clinical_services","Clinical Services","General Consultation"
"410982-3","clinical_services","Clinical Services","General Counselling"
"410982-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"410982-3","clinical_services","Clinical Services","Home Visits"
"410982-3","clinical_services","Clinical Services","Laboratory"
"410982-3","clinical_services","Clinical Services","Pharmacy"
"410982-3","clinical_services","Clinical Services","Phlebotomy"
"410982-3","clinical_services","Clinical Services","School Health"
"410982-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"410982-3","infrastructure","Infrastructure","Electricity"
"410982-3","infrastructure","Infrastructure","Toilets"
"410982-3","infrastructure","Infrastructure","Running Water"
"410982-3","staff","Staff","PRN (qty: 2)"
"410982-3","staff","Staff","Midwifery (qty: 1)"
"977674-1","clinical_services","Clinical Services","Ante Natal Care"
"977674-1","clinical_services","Clinical Services","Child Welfare Clinic"
"977674-1","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"977674-1","clinical_services","Clinical Services","Domiciliary"
"977674-1","clinical_services","Clinical Services","Dressings And Injection"
"977674-1","clinical_services","Clinical Services","Expanded Program on Immunizations"
"977674-1","clinical_services","Clinical Services","General Consultation"
"977674-1","clinical_services","Clinical Services","General Counselling"
"977674-1","clinical_services","Clinical Services","HIV Testing and Counselling"
"977674-1","clinical_services","Clinical Services","Home Visits"
"977674-1","clinical_services","Clinical Services","Pharmacy"
"977674-1","clinical_services","Clinical Services","Phlebotomy"
"977674-1","clinical_services","Clinical Services","School Health"
"977674-1","clinical_services","Clinical Services","Sexual Reproductive Health"
"977674-1","infrastructure","Infrastructure","Electricity"
"977674-1","infrastructure","Infrastructure","Toilets"
"977674-1","infrastructure","Infrastructure","Running Water"
"977674-1","infrastructure","Infrastructure","Internet"
"977674-1","infrastructure","Infrastructure","Pharmacy"
"977674-1","infrastructure","Infrastructure","Public Wi-fi"
"977674-1","staff","Staff","CRN (qty: 1)"
"977674-1","staff","Staff","PRN (qty: 2)"
"751658-6","clinical_services","Clinical Services","Ante Natal Care"
"751658-6","clinical_services","Clinical Services","Child Welfare Clinic"
"751658-6","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"751658-6","clinical_services","Clinical Services","Domiciliary"
"751658-6","clinical_services","Clinical Services","Dressings And Injection"
"751658-6","clinical_services","Clinical Services","Expanded Program on Immunizations"
"751658-6","clinical_services","Clinical Services","General Consultation"
