"facility_code","service_category","service_group","service_detail"
"962439-6","infrastructure","Infrastructure","Toilets"
"962439-6","infrastructure","Infrastructure","Running Water"
"962439-6","infrastructure","Infrastructure","Internet"
"962439-6","infrastructure","Infrastructure","Laboratory"
"605931-5","clinical_services","Clinical Services","Admissions For General Patients"
"605931-5","clinical_services","Clinical Services","Consultant Physician"
"605931-5","clinical_services","Clinical Services","Diagnostic"
"605931-5","clinical_services","Clinical Services","Echocardiogram"
"605931-5","clinical_services","Clinical Services","Eye Clinic"
"605931-5","clinical_services","Clinical Services","General Counselling"
"605931-5","clinical_services","Clinical Services","Immunization"
"605931-5","clinical_services","Clinical Services","Inpatient Care Services"
"605931-5","clinical_services","Clinical Services","Laboratory"
"605931-5","clinical_services","Clinical Services","Medical Aid schemes"
"605931-5","clinical_services","Clinical Services","Mental Health Services"
"605931-5","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"605931-5","clinical_services","Clinical Services","Optometry"
"605931-5","clinical_services","Clinical Services","Orthotics"
"605931-5","clinical_services","Clinical Services","Physiotherapy"
"605931-5","clinical_services","Clinical Services","Post Natal Care"
"605931-5","clinical_services","Clinical Services","Psychometric Assessments"
"605931-5","clinical_services","Clinical Services","School Health"
"605931-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"605931-5","infrastructure","Infrastructure","Electricity"
"605931-5","infrastructure","Infrastructure","Toilets"
"605931-5","infrastructure","Infrastructure","Running Water"
"605931-5","infrastructure","Infrastructure","Internet"
"605931-5","infrastructure","Infrastructure","Laboratory"
"605931-5","infrastructure","Infrastructure","Weighing scale (qty: 2)"
"605931-5","staff","Staff","General Practictioner (qty: 1)"
"605931-5","staff","Staff","Health Auxiliary (qty: 2)"
"272944-0","clinical_services","Clinical Services","Pharmacy"
"272944-0","infrastructure","Infrastructure","Internet"
"272944-0","staff","Staff","Pharmacists (qty: 8)"
"714083-3","clinical_services","Clinical Services","Blood Pressure Monitoring"
"714083-3","clinical_services","Clinical Services","Dressings And Injection"
"714083-3","clinical_services","Clinical Services","General Consultation"
"714083-3","clinical_services","Clinical Services","General Practice"
"714083-3","clinical_services","Clinical Services","General Screening"
"714083-3","clinical_services","Clinical Services","See And Treat"
"714083-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"714083-3","infrastructure","Infrastructure","Electricity"
"714083-3","infrastructure","Infrastructure","Toilets"
"714083-3","infrastructure","Infrastructure","Running Water"
"714083-3","infrastructure","Infrastructure","Internet"
"714083-3","infrastructure","Infrastructure","Pharmacy"
"714083-3","infrastructure","Infrastructure","Bed Capacity (qty: 1)"
"714083-3","infrastructure","Infrastructure","Weighing scale (qty: 1)"
"714083-3","staff","Staff","Doctors (qty: 1)"
"714083-3","infrastructure","Infrastructure","water tanks (qty: 1)"
"714083-3","infrastructure","Infrastructure","Fire Pump (qty: 1)"
"894865-5","clinical_services","Clinical Services","Oral Health Services"
"894865-5","clinical_services","Clinical Services","Clinical Exercise Therapy"
"894865-5","clinical_services","Clinical Services","Internal Medicine"
"894865-5","infrastructure","Infrastructure","Electricity"
"894865-5","infrastructure","Infrastructure","Toilets"
"894865-5","infrastructure","Infrastructure","Running Water"
"894865-5","infrastructure","Infrastructure","Internet"
"894865-5","staff","Staff","Pharmacists (qty: 1)"
"894865-5","staff","Staff","Pharmacy Technician (qty: 1)"
"894865-5","staff","Staff","Pharmacy Assistant (qty: 4)"
"431665-9","clinical_services","Clinical Services","Physiotherapy"
"431665-9","clinical_services","Clinical Services","Rehabilitation"
"431665-9","infrastructure","Infrastructure","Electricity"
"431665-9","infrastructure","Infrastructure","Toilets"
"431665-9","infrastructure","Infrastructure","Running Water"
"431665-9","infrastructure","Infrastructure","Internet"
"431665-9","infrastructure","Infrastructure","Bed Capacity (qty: 6)"
"431665-9","infrastructure","Infrastructure","water tanks (qty: 1)"
"431665-9","staff","Staff","Physiotherapists (qty: 4)"
"197971-5","clinical_services","Clinical Services","General Practice"
"197971-5","clinical_services","Clinical Services","Dental"
"197971-5","infrastructure","Infrastructure","Internet"
"197971-5","staff","Staff","Dental Therapist (qty: 2)"
"4405-7","clinical_services","Clinical Services","Aesthetics"
"4405-7","clinical_services","Clinical Services","Blood Pressure Monitoring"
"4405-7","clinical_services","Clinical Services","Cancer Screening"
"4405-7","clinical_services","Clinical Services","Cervical Cancer Screening"
"4405-7","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"4405-7","clinical_services","Clinical Services","Consultant Physician"
"4405-7","clinical_services","Clinical Services","General Consultation"
"4405-7","clinical_services","Clinical Services","General Practice"
"4405-7","clinical_services","Clinical Services","General Screening"
"4405-7","clinical_services","Clinical Services","Laboratory"
"4405-7","clinical_services","Clinical Services","Medical Examinations"
"4405-7","clinical_services","Clinical Services","Sexual Reproductive Health"
"4405-7","infrastructure","Infrastructure","Electricity"
"4405-7","infrastructure","Infrastructure","Toilets"
"4405-7","infrastructure","Infrastructure","Running Water"
"4405-7","infrastructure","Infrastructure","Internet"
"4405-7","staff","Staff","Doctors (qty: 1)"
"4405-7","infrastructure","Infrastructure","Bed Capacity (qty: 3)"
"4405-7","infrastructure","Infrastructure","Stoves (qty: 1)"
"4405-7","infrastructure","Infrastructure","Centrifugal Pumps (qty: 1)"
"4405-7","infrastructure","Infrastructure","Weighing scale (qty: 1)"
"4405-7","staff","Staff","Aesthetician (qty: 1)"
"4405-7","staff","Staff","Clinical Officer (qty: 1)"
"4405-7","staff","Staff","Beauty Therapist (qty: 1)"
"4405-7","staff","Staff","Personal Assistant/Receptionist (qty: 1)"
"324142-9","clinical_services","Clinical Services","Optometry"
"324142-9","clinical_services","Clinical Services","Social Welfare"
"324142-9","clinical_services","Clinical Services","Immunization"
"324142-9","clinical_services","Clinical Services","Speech Therapy"
"324142-9","clinical_services","Clinical Services","Clinical Exercise Therapy"
"324142-9","infrastructure","Infrastructure","Electricity"
"324142-9","infrastructure","Infrastructure","Toilets"
"324142-9","infrastructure","Infrastructure","Running Water"
"324142-9","infrastructure","Infrastructure","Internet"
"324142-9","infrastructure","Infrastructure","Pharmacy"
"324142-9","staff","Staff","Doctors (qty: 1)"
"324142-9","staff","Staff","Registered Nurse (qty: 1)"
"324142-9","staff","Staff","Pharmacy Technician (qty: 1)"
"913246-5","clinical_services","Clinical Services","Oral Health Services"
"913246-5","clinical_services","Clinical Services","Clinical Exercise Therapy"
"913246-5","infrastructure","Infrastructure","Electricity"
"913246-5","infrastructure","Infrastructure","Toilets"
"913246-5","infrastructure","Infrastructure","Running Water"
"913246-5","infrastructure","Infrastructure","Internet"
"913246-5","infrastructure","Infrastructure","Pharmacy"
"913246-5","staff","Staff","Pharmacists (qty: 2)"
"913246-5","infrastructure","Infrastructure","Fire Pump (qty: 1)"
"684175-3","clinical_services","Clinical Services","Optometry"
"684175-3","staff","Staff","Ophthalmology (qty: 1)"
"406062-0","clinical_services","Clinical Services","Dental"
"406062-0","infrastructure","Infrastructure","Internet"
"406062-0","infrastructure","Infrastructure","Public Wi-fi"
"406062-0","staff","Staff","Dental Therapist (qty: 1)"
"406062-0","staff","Staff","Dental Therapist (qty: 1)"
"471424-2","clinical_services","Clinical Services","General Practice"
"471424-2","clinical_services","Clinical Services","Optometry"
"471424-2","clinical_services","Clinical Services","Dental"
"471424-2","infrastructure","Infrastructure","Internet"
"471424-2","infrastructure","Infrastructure","Public Wi-fi"
"471424-2","staff","Staff","Dental Therapist (qty: 2)"
"471424-2","staff","Staff","General Practictioner (qty: 4)"
"471424-2","staff","Staff","Optician (qty: 2)"
"301537-7","clinical_services","Clinical Services","Sexual Reproductive Health"
"301537-7","clinical_services","Clinical Services","Outpatient Department"
"301537-7","clinical_services","Clinical Services","Infectious Disease Control Centre"
"301537-7","clinical_services","Clinical Services","Ante Natal Care"
"301537-7","clinical_services","Clinical Services","Child Welfare Clinic"
"301537-7","clinical_services","Clinical Services","Post Natal Care"
"301537-7","clinical_services","Clinical Services","Laboratory"
"301537-7","clinical_services","Clinical Services","Inpatient Care Services"
"301537-7","clinical_services","Clinical Services","Dental"
"301537-7","clinical_services","Clinical Services","Pharmacy"
"301537-7","clinical_services","Clinical Services","X-Ray"
"301537-7","clinical_services","Clinical Services","Dressings And Injection"
"301537-7","clinical_services","Clinical Services","Cervical Cancer Screening"
"301537-7","clinical_services","Clinical Services","Pediatrics"
"301537-7","clinical_services","Clinical Services","Primary Health Care"
"301537-7","clinical_services","Clinical Services","Domiciliary"
"301537-7","clinical_services","Clinical Services","HIV Testing and Counselling"
"764799-3","clinical_services","Clinical Services","General Practice"
"764799-3","infrastructure","Infrastructure","Internet"
"764799-3","infrastructure","Infrastructure","Public Wi-fi"
"764799-3","infrastructure","Infrastructure","Cafeteria"
"764799-3","staff","Staff","Counsellor (qty: 1)"
"764799-3","staff","Staff","Physicians (qty: 2)"
"764799-3","staff","Staff","Physiotherapists (qty: 1)"
"764799-3","staff","Staff","Sports Medicine (qty: 1)"
"913749-8","clinical_services","Clinical Services","Dental"
"913749-8","infrastructure","Infrastructure","Internet"
"913749-8","staff","Staff","Dental Therapist (qty: 1)"
"528225-6","clinical_services","Clinical Services","Cross Border Services"
"528225-6","clinical_services","Clinical Services","Cardiology"
"528225-6","infrastructure","Infrastructure","Electricity"
"528225-6","infrastructure","Infrastructure","Toilets"
"528225-6","infrastructure","Infrastructure","Running Water"
"528225-6","infrastructure","Infrastructure","Internet"
"528225-6","infrastructure","Infrastructure","Pharmacy"
"528225-6","infrastructure","Infrastructure","Backup generator (qty: 1)"
"528225-6","staff","Staff","Pharmacists (qty: 2)"
"528225-6","staff","Staff","Optician (qty: 1)"
"528225-6","staff","Staff","Doctors (qty: 1)"
"732076-5","clinical_services","Clinical Services","Dental"
"732076-5","infrastructure","Infrastructure","Internet"
"732076-5","infrastructure","Infrastructure","Public Wi-fi"
"732076-5","staff","Staff","Dental Therapist (qty: 1)"
"669128-1","clinical_services","Clinical Services","Addiction Management"
"669128-1","clinical_services","Clinical Services","Admissions For General Patients"
"669128-1","clinical_services","Clinical Services","Ante Natal Care"
"669128-1","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"669128-1","clinical_services","Clinical Services","Blood Pressure Monitoring"
"669128-1","clinical_services","Clinical Services","Child Welfare Clinic"
"669128-1","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"669128-1","clinical_services","Clinical Services","Clinical Social Work"
"669128-1","clinical_services","Clinical Services","Corporate Health and Wellness"
"669128-1","clinical_services","Clinical Services","Dental"
"669128-1","clinical_services","Clinical Services","Diabetic Center"
"669128-1","clinical_services","Clinical Services","Dietetics"
"669128-1","clinical_services","Clinical Services","Dispensary"
"669128-1","clinical_services","Clinical Services","Dressings And Injection"
"669128-1","clinical_services","Clinical Services","Emergency Medical Services"
"669128-1","clinical_services","Clinical Services","General Practice"
"669128-1","clinical_services","Clinical Services","Laboratory"
"669128-1","clinical_services","Clinical Services","Pharmacy"
"669128-1","clinical_services","Clinical Services","Physiotherapy"
"669128-1","clinical_services","Clinical Services","Psychology"
"669128-1","clinical_services","Clinical Services","Surgery"
"669128-1","infrastructure","Infrastructure","Electricity"
"669128-1","infrastructure","Infrastructure","Toilets"
"669128-1","infrastructure","Infrastructure","Running Water"
"669128-1","infrastructure","Infrastructure","Internet"
"669128-1","infrastructure","Infrastructure","Laboratory"
"669128-1","infrastructure","Infrastructure","Pharmacy"
"669128-1","infrastructure","Infrastructure","Public Wi-fi"
"669128-1","staff","Staff","Dental Therapist (qty: 5)"
"669128-1","staff","Staff","Pharmacists (qty: 2)"
"669128-1","staff","Staff","Dietecian (qty: 1)"
"669128-1","staff","Staff","Physiotherapists (qty: 1)"
"669128-1","staff","Staff","Psychologist (qty: 1)"
"669128-1","staff","Staff","Registered Nurse (qty: 4)"
"669128-1","staff","Staff","Family Physician (qty: 3)"
"669128-1","staff","Staff","Doctors (qty: 6)"
"669128-1","staff","Staff","General Surgeon (qty: 1)"
"669128-1","infrastructure","Infrastructure","Washing Machines (qty: 1)"
"669128-1","infrastructure","Infrastructure","Stoves (qty: 1)"
"669128-1","infrastructure","Infrastructure","water tanks (qty: 2)"
"669128-1","infrastructure","Infrastructure","sluice machines (qty: 2)"
"669128-1","infrastructure","Infrastructure","Weighing scale (qty: 1)"
"669128-1","staff","Staff","General Practictioner (qty: 4)"
"583489-0","clinical_services","Clinical Services","Laboratory"
"583489-0","clinical_services","Clinical Services","Psychiatry"
"583489-0","clinical_services","Clinical Services","Pharmacy"
"583489-0","clinical_services","Clinical Services","Physiotherapy"
"583489-0","clinical_services","Clinical Services","Woman Wellness"
"583489-0","clinical_services","Clinical Services","X-Ray"
"583489-0","clinical_services","Clinical Services","General Practice"
"583489-0","infrastructure","Infrastructure","Internet"
"583489-0","staff","Staff","Physicians (qty: 1)"
"583489-0","staff","Staff","Physiotherapists (qty: 1)"
"860796-2","clinical_services","Clinical Services","General Consultation"
"860796-2","clinical_services","Clinical Services","General Practice"
"860796-2","infrastructure","Infrastructure","Electricity"
"860796-2","infrastructure","Infrastructure","Toilets"
"860796-2","infrastructure","Infrastructure","Running Water"
"860796-2","infrastructure","Infrastructure","Internet"
"860796-2","staff","Staff","Doctors (qty: 1)"
"873208-3","clinical_services","Clinical Services","Child Welfare Clinic"
"873208-3","clinical_services","Clinical Services","Failure Clinic"
"873208-3","clinical_services","Clinical Services","Immunization"
"873208-3","clinical_services","Clinical Services","Mortuary Services"
"873208-3","clinical_services","Clinical Services","Neurology"
"873208-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"873208-3","clinical_services","Clinical Services","Social Protection Services"
"873208-3","clinical_services","Clinical Services","Treadmill Test"
"873208-3","clinical_services","Clinical Services","Urology"
"873208-3","infrastructure","Infrastructure","Electricity"
"873208-3","infrastructure","Infrastructure","Toilets"
"873208-3","infrastructure","Infrastructure","Running Water"
"873208-3","infrastructure","Infrastructure","Internet"
"873208-3","infrastructure","Infrastructure","Laboratory"
"873208-3","infrastructure","Infrastructure","Pharmacy"
"873208-3","infrastructure","Infrastructure","Public Wi-fi"
"873208-3","infrastructure","Infrastructure","Cafeteria"
"24528-2","clinical_services","Clinical Services","Ophthalmology Consultations"
"24528-2","infrastructure","Infrastructure","Electricity"
"24528-2","infrastructure","Infrastructure","Toilets"
"24528-2","infrastructure","Infrastructure","Running Water"
"24528-2","infrastructure","Infrastructure","Internet"
"24528-2","staff","Staff","Ophthalmology (qty: 1)"
"24528-2","staff","Staff","Personal Assistant/Receptionist (qty: 3)"
"697359-8","clinical_services","Clinical Services","General Practice"
"697359-8","infrastructure","Infrastructure","Public Wi-fi"
"697359-8","staff","Staff","Phlebotomist (qty: 1)"
"570658-5","clinical_services","Clinical Services","Pharmacy"
"570658-5","infrastructure","Infrastructure","Internet"
"570658-5","staff","Staff","Pharmacists (qty: 2)"
"769114-0","clinical_services","Clinical Services","Endocrinology"
"769114-0","infrastructure","Infrastructure","Public Wi-fi"
"769114-0","infrastructure","Infrastructure","Cafeteria"
"769114-0","staff","Staff","Endocrinologist (qty: 1)"
"473791-2","clinical_services","Clinical Services","Dental"
"473791-2","infrastructure","Infrastructure","Internet"
"473791-2","infrastructure","Infrastructure","Public Wi-fi"
"473791-2","staff","Staff","Dental Therapist (qty: 1)"
"949787-6","clinical_services","Clinical Services","X-Ray"
"949787-6","infrastructure","Infrastructure","Internet"
"949787-6","staff","Staff","Radiographers Sonographers (qty: 1)"
"386841-1","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"386841-1","clinical_services","Clinical Services","Dietetics"
"386841-1","clinical_services","Clinical Services","General Consultation"
"386841-1","clinical_services","Clinical Services","Laboratory"
"386841-1","clinical_services","Clinical Services","Physiotherapy"
"386841-1","infrastructure","Infrastructure","Electricity"
"386841-1","infrastructure","Infrastructure","Toilets"
"386841-1","infrastructure","Infrastructure","Running Water"
"386841-1","infrastructure","Infrastructure","Internet"
"386841-1","staff","Staff","Dietecian (qty: 1)"
"386841-1","staff","Staff","General Practictioner (qty: 1)"
"386841-1","staff","Staff","Phlebotomist (qty: 1)"
"386841-1","staff","Staff","Physiotherapists (qty: 1)"
"386841-1","staff","Staff","Health Auxiliary (qty: 1)"
"358521-3","clinical_services","Clinical Services","General Practice"
"358521-3","clinical_services","Clinical Services","Physiotherapy"
"358521-3","infrastructure","Infrastructure","Internet"
"358521-3","staff","Staff","Physiotherapists (qty: 1)"
"701071-3","clinical_services","Clinical Services","Surgery"
"701071-3","infrastructure","Infrastructure","Internet"
"701071-3","staff","Staff","General Surgeon (qty: 1)"
"170684-5","clinical_services","Clinical Services","Pharmacy"
"170684-5","staff","Staff","Pharmacists (qty: 2)"
"266757-4","clinical_services","Clinical Services","Physiotherapy"
"266757-4","infrastructure","Infrastructure","Internet"
"266757-4","infrastructure","Infrastructure","Public Wi-fi"
"266757-4","infrastructure","Infrastructure","Cafeteria"
"266757-4","staff","Staff","Physiotherapists (qty: 1)"
"973763-6","clinical_services","Clinical Services","Blood Pressure Monitoring"
"973763-6","clinical_services","Clinical Services","Condom Distribution"
"973763-6","clinical_services","Clinical Services","Corporate Health and Wellness"
"973763-6","infrastructure","Infrastructure","Electricity"
"973763-6","infrastructure","Infrastructure","Toilets"
"973763-6","infrastructure","Infrastructure","Running Water"
"973763-6","infrastructure","Infrastructure","Internet"
"973763-6","infrastructure","Infrastructure","Laboratory"
"973763-6","infrastructure","Infrastructure","Pharmacy"
"973763-6","infrastructure","Infrastructure","Public Wi-fi"
"973763-6","infrastructure","Infrastructure","Cafeteria"
"716694-5","clinical_services","Clinical Services","Pediatrics"
"716694-5","infrastructure","Infrastructure","Electricity"
"716694-5","infrastructure","Infrastructure","Toilets"
"716694-5","infrastructure","Infrastructure","Internet"
"716694-5","infrastructure","Infrastructure","Pharmacy"
"716694-5","staff","Staff","Peadiatricians (qty: 1)"
"889361-2","clinical_services","Clinical Services","Infectious Disease Control Centre"
"889361-2","clinical_services","Clinical Services","Child Welfare Clinic"
"889361-2","clinical_services","Clinical Services","Post Natal Care"
"889361-2","clinical_services","Clinical Services","Laboratory"
"889361-2","clinical_services","Clinical Services","Eye Clinic"
"889361-2","clinical_services","Clinical Services","Optometry"
"889361-2","clinical_services","Clinical Services","Diagnostic"
"889361-2","clinical_services","Clinical Services","Psychology"
"889361-2","clinical_services","Clinical Services","Surgery"
"889361-2","clinical_services","Clinical Services","X-Ray"
"889361-2","clinical_services","Clinical Services","Cross Border Services"
"889361-2","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"889361-2","clinical_services","Clinical Services","Ophthalmology Consultations"
"889361-2","clinical_services","Clinical Services","Emergency Obstetric Care"
"889361-2","clinical_services","Clinical Services","Pediatrics"
"889361-2","clinical_services","Clinical Services","Dispensary"
"889361-2","clinical_services","Clinical Services","Failure Clinic"
"889361-2","clinical_services","Clinical Services","Emergency Medical Services"
"889361-2","clinical_services","Clinical Services","Loop Electrosurgical excision Procedure"
"889361-2","clinical_services","Clinical Services","Neonatal Care"
"889361-2","clinical_services","Clinical Services","Gynaecology"
"889361-2","clinical_services","Clinical Services","Dermatology"
"889361-2","clinical_services","Clinical Services","Phlebotomy"
"889361-2","clinical_services","Clinical Services","Blood Pressure Monitoring"
"889361-2","clinical_services","Clinical Services","Holter"
"889361-2","clinical_services","Clinical Services","Implantology"
"889361-2","clinical_services","Clinical Services","Internal Medicine"
"889361-2","clinical_services","Clinical Services","Internal Medicine including Spirometry"
"889361-2","clinical_services","Clinical Services","Nephrology Consultation"
"889361-2","clinical_services","Clinical Services","Sports And Occupational Medicine"
"889361-2","infrastructure","Infrastructure","Electricity"
"889361-2","infrastructure","Infrastructure","Toilets"
"889361-2","infrastructure","Infrastructure","Running Water"
"889361-2","infrastructure","Infrastructure","Public Wi-fi"
"889361-2","infrastructure","Infrastructure","Ambulances (qty: 1)"
"889361-2","staff","Staff","PRN (qty: 6)"
"889361-2","staff","Staff","Family Nurse Practitioner (qty: 1)"
"889361-2","staff","Staff","Midwifery (qty: 2)"
"889361-2","staff","Staff","CRN (qty: 1)"
"586431-9","clinical_services","Clinical Services","Cross Border Services"
"586431-9","clinical_services","Clinical Services","Oral Health Services"
"586431-9","clinical_services","Clinical Services","HIV Reference"
"586431-9","clinical_services","Clinical Services","General Counselling"
"586431-9","clinical_services","Clinical Services","See And Treat"
"586431-9","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"586431-9","infrastructure","Infrastructure","Electricity"
"586431-9","infrastructure","Infrastructure","Toilets"
"586431-9","infrastructure","Infrastructure","Running Water"
"586431-9","infrastructure","Infrastructure","Internet"
"586431-9","infrastructure","Infrastructure","Pharmacy"
"586431-9","infrastructure","Infrastructure","Backup generator (qty: 1)"
"586431-9","staff","Staff","Pharmacists (qty: 1)"
"196788-4","clinical_services","Clinical Services","Dental"
"196788-4","clinical_services","Clinical Services","General Practice"
"196788-4","infrastructure","Infrastructure","Electricity"
"196788-4","infrastructure","Infrastructure","Toilets"
"196788-4","infrastructure","Infrastructure","Running Water"
"196788-4","infrastructure","Infrastructure","Internet"
"196788-4","staff","Staff","Doctors (qty: 1)"
"196788-4","staff","Staff","Dental Surgery Assistant (qty: 1)"
"610449-1","clinical_services","Clinical Services","Optometry"
"610449-1","staff","Staff","Ophthalmology (qty: 2)"
"928816-8","clinical_services","Clinical Services","Optometry"
"928816-8","infrastructure","Infrastructure","Internet"
"928816-8","staff","Staff","Orthodontist (qty: 2)"
"871521-1","clinical_services","Clinical Services","General Practice"
"871521-1","infrastructure","Infrastructure","Internet"
"871521-1","staff","Staff","Family Doctor (qty: 1)"
"659458-4","clinical_services","Clinical Services","Pharmacy"
"659458-4","infrastructure","Infrastructure","Pharmacy"
"659458-4","staff","Staff","Pharmacists (qty: 2)"
"950899-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"950899-5","clinical_services","Clinical Services","Ear Nose Throat"
"950899-5","clinical_services","Clinical Services","Ante Natal Care"
"950899-5","clinical_services","Clinical Services","Child Welfare Clinic"
"950899-5","clinical_services","Clinical Services","Post Natal Care"
"950899-5","clinical_services","Clinical Services","Maternity"
"950899-5","clinical_services","Clinical Services","Laboratory"
"950899-5","clinical_services","Clinical Services","Inpatient Care Services"
"950899-5","clinical_services","Clinical Services","Dental"
"950899-5","clinical_services","Clinical Services","Eye Clinic"
"950899-5","clinical_services","Clinical Services","General Consultation"
"950899-5","clinical_services","Clinical Services","Surgery"
"950899-5","clinical_services","Clinical Services","Pharmacy"
"950899-5","clinical_services","Clinical Services","X-Ray"
"950899-5","clinical_services","Clinical Services","Dressings And Injection"
"950899-5","clinical_services","Clinical Services","Ophthalmology Consultations"
"950899-5","clinical_services","Clinical Services","Emergency Obstetric Care"
"950899-5","clinical_services","Clinical Services","Pediatrics"
"950899-5","clinical_services","Clinical Services","Gynaecology"
"950899-5","clinical_services","Clinical Services","Orthopedic"
"950899-5","clinical_services","Clinical Services","Neurology"
"950899-5","clinical_services","Clinical Services","Urology"
"950899-5","clinical_services","Clinical Services","Nephrology"
"950899-5","clinical_services","Clinical Services","Oncology"
"950899-5","clinical_services","Clinical Services","Dermatology"
"950899-5","clinical_services","Clinical Services","Primary Health Care"
"950899-5","clinical_services","Clinical Services","Domiciliary"
"950899-5","clinical_services","Clinical Services","Anesthesiology"
"950899-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"950899-5","clinical_services","Clinical Services","Oncology"
"950899-5","clinical_services","Clinical Services","Cardiology"
"950899-5","clinical_services","Clinical Services","Gastroenterology"
"950899-5","infrastructure","Infrastructure","Electricity"
"950899-5","infrastructure","Infrastructure","Toilets"
"950899-5","infrastructure","Infrastructure","Running Water"
"950899-5","infrastructure","Infrastructure","Internet"
"950899-5","infrastructure","Infrastructure","Laboratory"
"950899-5","infrastructure","Infrastructure","Pharmacy"
"950899-5","infrastructure","Infrastructure","Public Wi-fi"
"950899-5","infrastructure","Infrastructure","Cafeteria"
"950899-5","infrastructure","Infrastructure","Bed Capacity (qty: 530)"
"950899-5","staff","Staff","Medical Laboratory (qty: 1)"
"950899-5","staff","Staff","Gastroenterologist (qty: 2)"
"654707-9","clinical_services","Clinical Services","Physiotherapy"
"654707-9","infrastructure","Infrastructure","Internet"
"654707-9","staff","Staff","Physiotherapists (qty: 1)"
"414032-3","clinical_services","Clinical Services","Pharmacy"
"414032-3","staff","Staff","Pharmacists (qty: 4)"
"571873-9","clinical_services","Clinical Services","Pharmacy"
"571873-9","staff","Staff","Pharmacists (qty: 1)"
"1044538-5","clinical_services","Clinical Services","Pharmacy"
"1044538-5","staff","Staff","Pharmacists (qty: 1)"
"1044538-5","staff","Staff","Pharmacy Technician (qty: 1)"
"783299-1","clinical_services","Clinical Services","Dressings And Injection"
"783299-1","clinical_services","Clinical Services","Laboratory"
"783299-1","clinical_services","Clinical Services","Pharmacy"
"783299-1","clinical_services","Clinical Services","Primary Health Care"
"783299-1","clinical_services","Clinical Services","Sexual Reproductive Health"
"783299-1","clinical_services","Clinical Services","Youth Friendly Services"
"783299-1","infrastructure","Infrastructure","Electricity"
"783299-1","infrastructure","Infrastructure","Toilets"
"783299-1","infrastructure","Infrastructure","Running Water"
"783299-1","infrastructure","Infrastructure","Internet"
"783299-1","infrastructure","Infrastructure","Public Wi-fi"
"783299-1","staff","Staff","PRN (qty: 1)"
"146260-5","clinical_services","Clinical Services","Physiotherapy"
"146260-5","infrastructure","Infrastructure","Internet"
"146260-5","infrastructure","Infrastructure","Public Wi-fi"
"146260-5","staff","Staff","Physiotherapists (qty: 1)"
"767749-5","clinical_services","Clinical Services","General Practice"
"767749-5","staff","Staff","Physicians (qty: 1)"
"733114-3","clinical_services","Clinical Services","Gynaecology"
"733114-3","infrastructure","Infrastructure","Internet"
"733114-3","staff","Staff","Gynaecologist (qty: 1)"
"526922-0","clinical_services","Clinical Services","Pharmacy"
"526922-0","infrastructure","Infrastructure","Internet"
"526922-0","staff","Staff","Pharmacists (qty: 8)"
"230781-7","clinical_services","Clinical Services","Optometry"
"230781-7","staff","Staff","Ophthalmology (qty: 1)"
"560632-2","clinical_services","Clinical Services","Optometry"
"560632-2","staff","Staff","Ophthalmology (qty: 1)"
"794932-4","clinical_services","Clinical Services","Maxilo-Facial And Oral Surgery"
"794932-4","clinical_services","Clinical Services","Periordontics"
"794932-4","clinical_services","Clinical Services","Implantology"
"794932-4","clinical_services","Clinical Services","Dental"
"794932-4","infrastructure","Infrastructure","Internet"
"794932-4","staff","Staff","Dental Therapist (qty: 1)"
"466230-0","clinical_services","Clinical Services","General Practice"
"466230-0","infrastructure","Infrastructure","Internet"
"466230-0","staff","Staff","Physicians (qty: 1)"
"786617-1","clinical_services","Clinical Services","Cross Border Services"
"786617-1","clinical_services","Clinical Services","Cardiology"
"786617-1","infrastructure","Infrastructure","Electricity"
"786617-1","infrastructure","Infrastructure","Toilets"
"786617-1","infrastructure","Infrastructure","Running Water"
"786617-1","infrastructure","Infrastructure","Internet"
"786617-1","infrastructure","Infrastructure","Pharmacy"
"786617-1","infrastructure","Infrastructure","Backup generator (qty: 1)"
"786617-1","staff","Staff","Doctors (qty: 1)"
"786617-1","staff","Staff","Pharmacists (qty: 1)"
"786617-1","staff","Staff","Pharmacy Technician (qty: 1)"
"141880-5","clinical_services","Clinical Services","General Practice"
"141880-5","infrastructure","Infrastructure","Electricity"
"141880-5","infrastructure","Infrastructure","Toilets"
"141880-5","infrastructure","Infrastructure","Running Water"
"141880-5","infrastructure","Infrastructure","Internet"
"141880-5","staff","Staff","General Practictioner (qty: 1)"
"528589-5","clinical_services","Clinical Services","Physiotherapy"
"528589-5","infrastructure","Infrastructure","Internet"
"528589-5","staff","Staff","Physiotherapists (qty: 1)"
"360734-8","clinical_services","Clinical Services","Dental"
"360734-8","infrastructure","Infrastructure","Electricity"
"360734-8","infrastructure","Infrastructure","Toilets"
